Stn Code,Sampling Date,State,City,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
424,24-07-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,59,NA
424,27-07-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,35,NA
424,30-07-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,32,NA
424,01-09-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,53,11
424,03-09-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,69,13
424,08-09-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,84,17
424,10-09-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,57,9
424,15-09-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,54,9
424,15-10-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,55,12
424,23-10-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,68,15
424,29-10-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,55,12
424,03-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,55,12
424,06-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,59,14
424,11-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",19,34,328,258
424,18-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,85,15
424,20-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,67,11
424,23-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,72,13
424,27-11-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,56,11
424,02-12-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,80,22
424,15-12-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,61,14
424,18-12-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,66,19
424,21-12-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,66,20
424,23-12-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,70,18
424,31-12-15,Odisha,Bhubaneswar,"Capital Police Station, Bhubaneshwar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,83,22
425,02-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,79,38
425,06-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,88,55
425,09-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,25,73,51
425,13-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,34,92,59
425,16-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,32,78,50
425,20-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,30,101,55
425,23-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,87,50
425,27-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,30,84,50
425,30-01-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,32,93,58
425,03-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,105,64
425,06-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,33,98,50
425,10-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,32,115,42
425,13-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,31,62,46
425,17-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,32,72,42
425,20-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,32,57,39
425,24-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,31,74,42
425,27-02-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,31,64,38
425,03-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,32,84,38
425,06-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,32,87,38
425,10-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,81,42
425,13-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,85,42
425,17-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,28,72,46
425,20-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,81,42
425,24-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,81,38
425,27-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,75,50
425,31-03-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,30,67,34
425,03-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,53,34
425,07-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,69,38
425,10-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,30,62,25
425,14-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,54,34
425,17-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,65,26
425,21-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,58,25
425,24-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,28,57,30
425,28-04-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,30,55,25
425,01-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,75,25
425,05-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,31,59,29
425,08-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,62,25
425,12-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,66,29
425,15-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,29,61,26
425,19-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,55,30
425,22-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,61,34
425,26-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,61,26
425,29-05-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,66,30
425,02-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,56,32
425,05-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,61,26
425,09-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,32,53,34
425,12-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,28,69,31
425,16-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,57,22
425,19-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,62,31
425,23-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,52,27
425,26-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,28,53,31
425,30-06-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,50,30
425,03-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,50,30
425,07-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,60,26
425,10-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,62,35
425,14-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,56,34
425,17-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,25,63,30
425,21-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,56,30
425,24-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,25,55,26
425,28-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,24,50,30
425,31-07-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,45,26
425,04-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,48,26
425,07-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,47,30
425,11-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,55,26
425,14-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,27,56,21
425,18-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,55,21
425,21-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,51,30
425,25-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,60,25
425,28-08-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,51,26
425,01-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,53,30
425,04-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,28,55,21
425,08-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,52,30
425,11-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,56,26
425,15-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,25,49,21
425,18-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,58,25
425,22-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,26,57,25
425,25-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,25,44,23
425,29-09-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,27,55,28
425,02-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,53,18
425,06-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,74,27
425,09-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,55,27
425,13-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,51,32
425,14-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,53,27
425,20-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,54,32
425,23-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,28,61,31
425,27-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,61,22
425,29-10-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,27,59,25
425,03-11-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,64,26
425,06-11-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,63,30
425,11-11-15,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar, Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,33,236,158
